Car,Price,Driver age,Experience,Car age,Gender,Ownership type,Vehicle class,Annual mileage
ГАЗ,0.640,21,0,2.132,0,0,1,28.701
Rover,2.735,37,8,4.895,0,0,3,54.782
Lada (ВАЗ),0.337,47,23,5.586,0,0,0,8.970
Kia,2.000,33,15,0.463,0,0,0,21.235
Nissan,1.844,19,1,2.204,0,0,2,63.684
Great Wall,0.684,55,10,7.309,0,0,3,51.105
BYD,1.815,21,3,2.647,0,0,0,26.441
Audi,1.491,21,1,1.954,0,0,3,26.956
Bugatti,2.610,41,11,0.341,0,0,2,16.150
Lancia,2.021,24,3,3.050,0,0,2,3.877
Volkswagen,0.379,23,2,2.753,0,0,2,22.208
Volvo,0.308,48,17,5.702,1,1,2,36.024
FAW,0.394,50,22,4.299,0,0,0,26.464
Mitsubishi,1.667,44,24,0.944,1,0,0,61.696
Lamborghini,3.835,31,6,1.986,1,0,1,54.278
DongFeng,1.521,50,12,1.507,0,0,3,6.964
Oldsmobile,0.660,39,17,0.732,0,0,2,61.486
SEAT,2.484,38,9,2.357,1,0,0,37.323
Bentley,1.993,43,14,3.533,0,0,1,31.898
Honda,0.995,43,11,1.582,0,0,0,48.882
Hyundai,1.478,24,0,5.677,1,0,2,18.523
Kia,0.925,28,6,10.788,1,0,0,39.596
Chrysler,2.623,46,18,1.043,0,0,0,31.160
Jaguar,0.909,42,22,2.139,0,0,2,7.971
Москвич,0.618,57,30,6.764,0,0,2,3.370
Daihatsu,0.313,40,15,2.752,0,0,0,23.140
Mazda,3.141,24,5,5.806,0,0,0,8.881
Dodge,0.374,20,0,3.456,1,0,0,57.386
Mercury,2.407,30,9,2.005,0,0,2,52.216
Land Rover,1.772,28,11,1.251,1,0,0,6.125
Ferrari,0.633,32,13,4.959,1,1,0,65.385
Smart,1.325,34,15,1.856,0,1,0,46.969
Zotye,1.332,49,17,3.804,1,0,1,52.277
Lada (ВАЗ),1.119,24,4,1.895,0,0,3,24.004
Tesla,1.281,35,3,1.292,0,0,0,25.463
GAC,1.143,38,12,0.620,0,0,2,55.255
Bentley,1.775,48,21,0.711,1,0,1,13.373
Mazda,1.033,53,24,3.285,0,0,1,77.810
Opel,2.860,25,4,1.599,0,0,2,51.542
Chrysler,0.982,21,1,4.116,0,0,0,16.555
Daihatsu,1.556,36,17,4.822,0,0,1,61.270
Changan,1.531,26,7,1.745,0,0,0,63.320
Maybach,1.827,19,0,1.449,1,0,0,51.724
Toyota,1.703,26,4,1.654,1,0,0,39.300
Scion,0.794,53,30,8.911,0,0,3,26.341
Opel,1.023,29,3,5.906,0,0,2,52.070
Lamborghini,3.244,21,1,0.322,0,0,0,18.449
Renault,0.410,29,8,5.520,1,0,2,31.297
Mercedes-Benz,1.559,32,13,3.560,1,0,2,23.868
Bentley,1.228,73,26,7.240,0,0,2,19.670
Porsche,1.302,34,4,3.621,0,0,2,42.655
Lancia,0.837,25,4,8.771,0,0,3,39.233
Smart,1.227,20,3,3.206,0,0,0,21.757
Lancia,2.449,23,1,7.480,1,0,2,16.904
Opel,1.868,66,18,2.914,1,1,2,16.383
Hyundai,0.512,26,9,5.486,0,0,1,56.449
Москвич,1.193,40,11,7.174,1,0,2,31.373
Rover,0.332,27,10,1.899,0,0,0,43.280
Jaguar,1.547,29,4,0.177,0,0,2,26.091
Great Wall,0.570,65,35,2.471,0,0,0,36.332
Bentley,1.472,53,14,0.062,1,0,0,33.503
Rolls-Royce,1.324,36,16,2.026,0,0,0,35.571
Kia,0.529,37,11,1.182,0,0,0,41.429
Lamborghini,2.666,33,12,5.329,0,0,2,33.155
Maserati,2.322,34,10,1.214,0,0,0,3.907
BMW,1.220,22,3,1.947,0,0,0,73.980
Mitsubishi,1.933,38,10,5.164,1,0,0,59.891
Hyundai,0.600,49,29,3.228,0,0,0,14.919
Mazda,0.870,24,4,4.209,0,0,0,4.257
Lexus,0.266,58,19,4.146,0,0,0,27.268
Oldsmobile,0.166,41,8,2.640,0,0,2,59.296
УАЗ,1.902,30,7,0.262,0,0,0,47.837
Lancia,2.046,58,22,4.314,1,0,0,36.930
Bugatti,0.610,27,5,5.068,0,0,0,31.624
Nissan,1.453,35,15,2.919,1,0,0,20.721
Ravon,1.904,29,10,3.456,0,0,0,24.321
Kia,1.134,39,10,3.253,0,0,2,40.819
Scion,1.376,32,12,7.717,0,1,0,46.220
Kia,0.773,49,15,7.283,1,0,0,34.108
Aston Martin,0.933,57,28,5.397,0,0,3,13.906
Ferrari,1.549,47,12,6.985,0,0,1,31.505
Acura,0.520,45,20,4.246,1,0,1,29.349
Aston Martin,1.299,29,7,3.553,1,0,2,45.754
Land Rover,1.715,42,10,3.258,1,0,0,35.666
Rover,0.689,49,21,5.016,1,0,0,26.616
GMC,1.318,36,16,0.392,0,0,1,25.418
Brilliance,1.607,50,18,0.777,1,0,0,35.689
Infiniti,1.046,25,5,5.705,1,0,0,20.630
Kia,0.486,26,8,2.922,0,1,1,6.676
Renault,0.154,46,7,3.246,0,0,2,24.599
Bentley,1.215,29,3,13.825,0,0,2,58.479
Kia,0.172,32,3,3.290,1,0,3,4.923
ТагАЗ,0.783,46,16,5.915,0,0,2,39.346
Jaguar,1.972,24,0,4.536,0,0,0,33.514
Toyota,1.185,30,11,0.472,0,0,0,5.931
Oldsmobile,2.276,19,1,2.424,0,0,1,16.762
Fiat,1.033,28,10,4.525,0,1,0,9.360
Geely,0.929,32,5,5.600,0,0,2,49.591
Haval,2.045,25,2,1.400,0,0,0,34.123
Bentley,0.213,28,10,0.575,0,0,1,69.988
Genesis,0.447,54,12,1.989,0,0,0,45.097
ГАЗ,2.182,20,2,1.721,0,0,1,24.756
Maybach,2.856,45,20,0.763,0,1,0,10.458
Lada (ВАЗ),1.337,45,15,3.843,1,0,2,67.569
Geely,1.536,30,3,4.263,0,0,0,40.639
Brilliance,0.867,19,2,1.216,1,0,2,33.777
Changan,2.304,29,0,1.914,1,0,0,8.075
DongFeng,0.387,23,1,1.126,0,0,2,15.484
Hyundai,0.689,44,27,2.146,0,0,2,8.343
JAC,3.734,51,18,1.722,1,0,1,15.349
Porsche,0.462,37,14,5.060,0,0,0,12.499
Zotye,0.186,55,12,3.055,1,0,0,41.183
Brilliance,1.259,60,24,4.035,0,0,0,34.100
УАЗ,2.705,18,0,3.260,0,0,0,23.130
Rover,1.424,25,1,0.355,0,0,2,42.770
Daewoo,0.844,20,1,0.398,0,0,0,46.844
SEAT,0.370,55,10,7.198,0,0,0,62.962
Ford,1.122,28,10,3.019,0,0,1,14.071
Mercedes-Benz,0.498,28,8,6.260,0,0,0,19.640
Chevrolet,3.549,20,2,4.596,1,0,3,26.574
Nissan,1.515,34,3,2.087,1,0,0,21.872
Subaru,0.271,49,15,5.639,1,1,2,16.421
Mini,4.505,24,4,5.468,0,0,0,14.314
Daihatsu,2.057,29,7,0.857,1,0,0,68.573
Subaru,2.693,37,16,6.222,1,0,1,35.382
Saab,2.107,30,11,6.088,1,1,0,3.170
Maserati,2.695,20,3,5.202,1,0,1,19.718
Mitsubishi,0.771,21,2,4.442,0,1,0,28.297
Renault,0.425,49,17,3.923,1,0,0,10.914
Mercedes-Benz,0.551,42,8,7.176,1,0,2,6.144
BMW,1.629,21,1,0.841,1,0,2,66.489
Lincoln,0.922,19,1,4.306,0,0,0,15.854
Citroen,0.586,48,11,4.074,0,0,0,14.645
Honda,0.444,30,10,0.954,0,0,0,29.398
Opel,0.452,22,5,4.149,1,0,0,32.031
Lexus,1.420,38,7,4.073,1,0,0,23.990
Renault,0.621,25,3,5.513,0,0,2,23.465
Cadillac,0.649,33,10,1.601,0,0,1,4.931
Toyota,1.516,31,3,0.642,0,0,2,14.255
Audi,0.538,42,24,3.616,0,0,1,21.496
Subaru,0.880,43,16,0.075,0,0,2,17.718
Kia,4.124,35,15,1.999,1,0,1,55.190
Mercedes-Benz,1.192,25,1,5.627,0,0,2,5.331
DS,0.171,35,15,3.149,0,0,0,24.024
Porsche,0.777,33,1,3.793,0,0,2,9.311
Maserati,3.398,31,6,7.236,0,1,2,11.748
BYD,1.981,26,9,10.565,1,0,1,27.332
Land Rover,0.777,47,22,1.158,0,0,0,43.116
Cadillac,0.411,27,8,2.749,0,0,0,49.678
Aston Martin,0.569,43,10,0.233,1,0,0,35.054
Alfa Romeo,1.298,29,7,0.463,0,1,0,43.646
Jeep,0.661,20,0,4.524,0,0,0,46.200
Lada (ВАЗ),0.609,26,6,3.492,1,0,0,90.052
Honda,0.263,32,14,0.284,1,0,2,44.803
Lancia,0.344,26,7,1.010,0,0,2,50.863
Toyota,0.925,21,3,8.951,0,1,0,7.887
Audi,2.150,30,0,7.520,0,0,1,16.758
Nissan,1.843,37,11,0.708,1,0,2,77.689
Dodge,0.724,31,2,0.667,1,0,1,70.904
Smart,1.522,29,2,0.668,1,0,0,58.216
Mazda,0.950,34,13,4.301,0,0,0,14.356
Mitsubishi,0.750,37,13,0.771,0,0,2,43.939
Maybach,0.200,33,7,0.173,1,0,0,40.081
Mercedes-Benz,0.265,43,17,4.510,0,0,1,15.693
Aston Martin,0.801,44,2,1.067,0,0,2,19.680
Mini,3.018,27,1,4.304,1,1,3,41.244
Audi,1.893,33,0,4.216,0,0,0,104.151
Mercedes-Benz,1.277,33,4,4.616,0,0,0,41.691
Datsun,0.694,27,7,0.900,0,0,3,5.872
Hummer,0.227,23,1,8.816,1,0,2,41.020
Toyota,1.616,39,11,2.625,1,0,2,34.894
Hyundai,0.995,24,5,3.228,0,1,0,7.027
Lada (ВАЗ),2.339,57,18,4.565,1,0,0,23.117
Volvo,0.427,46,13,1.054,1,0,0,50.482
Subaru,1.309,35,13,2.404,0,1,0,41.799
Acura,1.375,42,3,2.627,0,1,2,10.952
Oldsmobile,1.189,30,7,0.945,1,0,0,7.826
Kia,0.908,37,15,4.268,0,0,2,88.119
Skoda,2.456,37,20,0.907,1,0,1,9.802
Skoda,0.327,21,2,0.340,0,0,0,37.601
Haval,0.196,29,11,6.151,0,0,0,30.806
Aston Martin,2.485,48,12,6.063,1,0,2,12.347
Aston Martin,0.843,34,14,3.201,0,0,2,52.577
Lada (ВАЗ),0.675,22,1,4.486,0,0,1,47.736
Daewoo,0.702,39,18,4.891,0,0,0,6.142
Nissan,2.361,28,7,1.705,0,0,0,36.996
Bugatti,0.777,27,2,5.005,0,0,3,97.303
Fiat,2.392,37,7,1.641,0,0,0,19.116
BYD,1.838,42,7,4.250,1,0,1,70.454
Volvo,0.472,42,9,1.426,0,0,0,42.186
Ford,0.584,28,9,8.753,0,0,1,47.609
Isuzu,3.012,41,20,5.688,1,0,2,56.565
Chrysler,1.148,26,1,6.290,0,0,1,10.460
FAW,0.189,58,22,0.451,0,0,0,35.237
DS,0.545,22,5,4.073,1,1,2,40.789
Subaru,0.519,50,23,3.311,0,0,3,9.041
Audi,0.557,20,2,4.997,1,0,0,24.548
Infiniti,0.985,35,17,0.187,0,0,2,61.415
Kia,0.219,35,1,0.841,0,0,0,26.644
Mazda,2.645,40,17,4.604,0,0,1,32.164
Honda,1.010,59,19,3.886,0,0,0,11.703
Hummer,1.260,18,1,1.741,1,1,2,38.617
Bentley,0.898,23,4,4.585,0,0,1,3.793
Bentley,0.981,40,3,3.802,1,0,0,53.417
Foton,2.419,29,11,0.967,1,0,0,50.294
Oldsmobile,0.609,35,14,0.466,0,0,2,6.149
Bentley,1.701,24,4,7.499,0,0,0,46.747
Bentley,0.525,19,1,4.429,0,0,2,28.969
Ford,2.006,43,7,0.038,0,0,0,41.432
Haima,2.334,33,13,7.882,1,0,2,7.235
Hyundai,2.123,53,22,4.138,1,0,0,35.581
Pontiac,1.225,44,19,4.794,1,1,1,18.962
GAC,0.192,51,23,2.189,0,0,3,57.959
Nissan,2.102,25,6,3.406,1,0,0,20.225
Lada (ВАЗ),0.385,27,2,5.107,0,0,2,45.627
BYD,0.490,28,5,0.471,0,0,0,25.218
Zotye,0.474,25,4,1.383,0,0,0,38.858
Peugeot,0.977,19,1,2.173,1,1,1,22.845
Ferrari,0.959,24,2,2.644,0,0,2,51.585
Mercury,0.848,32,4,1.459,1,0,1,22.347
ТагАЗ,2.070,43,8,10.537,0,0,0,44.641
Ford,1.615,27,9,5.148,0,0,2,22.436
УАЗ,0.389,23,6,4.570,0,0,0,11.696
Nissan,0.392,19,2,3.547,1,0,3,18.767
Genesis,1.245,38,7,7.994,0,0,1,15.784
Tesla,0.520,26,0,7.717,0,0,0,37.318
Luxgen,1.513,24,6,3.707,0,1,2,34.070
Ravon,1.332,52,14,7.035,1,0,3,7.467
Mercedes-Benz,2.032,33,13,0.212,0,0,3,8.335
ТагАЗ,1.142,19,1,2.864,0,1,0,49.221
Pontiac,2.956,23,0,2.287,1,0,3,76.073
Cadillac,2.812,39,18,4.387,0,0,2,62.429
Renault,0.298,44,9,2.329,0,0,2,49.634
Dodge,2.060,40,6,0.523,0,0,2,13.927
Hyundai,0.424,56,24,3.329,0,0,0,41.887
GMC,0.692,52,18,10.690,0,0,0,31.650
Skoda,2.378,25,8,4.834,0,0,1,29.412
Scion,0.151,21,3,2.134,0,0,2,38.277
SsangYong,1.068,31,0,5.079,1,0,0,34.895
Kia,1.348,47,18,0.287,1,0,0,32.021
Saab,0.607,33,11,2.546,0,0,3,32.908
Lada (ВАЗ),2.240,49,12,0.206,0,0,2,53.731
BYD,2.330,39,7,2.654,0,0,0,12.472
Lada (ВАЗ),1.448,32,3,5.095,0,0,0,21.709
Lancia,2.047,66,12,3.481,0,0,2,26.387
Aston Martin,1.821,57,22,2.396,0,0,2,87.290
Toyota,0.456,25,6,5.625,0,0,2,93.717
Kia,1.352,37,15,0.092,1,0,1,4.324
Honda,1.910,38,5,5.955,1,0,3,33.310
Daihatsu,1.517,51,17,7.144,1,1,2,38.645
Mitsubishi,1.286,29,10,0.055,0,0,2,22.671
Daewoo,0.760,31,10,4.572,0,0,2,70.003
Pontiac,0.804,37,14,6.812,0,1,0,17.526
DS,1.369,54,20,0.501,0,0,0,59.993
Daihatsu,0.715,30,6,2.810,0,0,3,22.369
Infiniti,2.467,49,18,4.835,0,0,1,18.386
Lifan,0.424,38,15,4.302,1,1,0,53.895
Volkswagen,2.568,23,6,4.375,0,0,0,18.276
Volkswagen,1.586,38,13,4.227,1,0,1,20.906
Opel,3.134,34,13,5.514,0,0,0,22.740
Alfa Romeo,0.720,34,10,2.316,1,1,1,7.667
Rover,1.234,23,6,0.405,0,0,2,27.667
Nissan,0.837,22,5,1.367,0,0,2,71.976
SEAT,0.590,19,1,5.113,1,0,0,42.025
Rolls-Royce,1.161,37,4,1.576,1,0,0,87.682
BMW,0.462,29,2,3.073,1,0,0,49.026
Isuzu,0.960,19,0,3.610,0,0,0,49.484
Chery,0.919,33,15,3.055,0,0,0,11.130
ГАЗ,2.192,33,12,3.025,0,0,2,20.355
Daewoo,2.206,26,8,4.562,1,0,0,35.395
Mazda,0.784,47,17,2.917,0,0,0,74.338
Acura,3.637,65,18,4.915,1,0,0,58.083
Haima,0.925,27,5,0.680,0,0,2,28.362
Lancia,0.367,20,1,4.403,1,1,3,47.235
Rolls-Royce,0.172,38,6,4.709,0,0,0,46.435
Nissan,0.432,23,4,3.963,0,0,2,56.555
Mercedes-Benz,1.504,36,19,1.371,0,1,0,32.474
ZAZ,2.370,42,11,3.733,0,0,0,32.714
Haima,1.052,45,19,1.168,1,0,0,29.885
Citroen,1.647,37,20,2.626,0,0,1,44.005
Audi,0.656,32,11,1.206,0,1,3,30.766
Citroen,0.671,43,7,6.589,1,0,0,5.523
Mercedes-Benz,0.963,26,4,5.887,1,0,2,49.325
Lamborghini,0.219,33,15,0.773,0,0,0,7.411
Chrysler,1.071,39,12,2.863,1,0,2,28.137
Skoda,0.444,25,3,4.467,0,1,2,10.853
ГАЗ,2.026,36,11,3.000,1,0,2,29.470
Oldsmobile,1.892,23,3,1.641,0,1,0,7.964
Lancia,1.948,19,1,3.935,0,0,2,12.551
GMC,1.903,59,13,5.505,0,0,2,29.567
Lifan,0.759,35,10,0.177,1,0,0,42.475
Lamborghini,0.824,34,9,0.762,0,0,0,4.774
Daihatsu,1.557,67,17,4.212,0,0,2,67.523
Cadillac,1.789,34,8,3.391,0,0,2,10.459
Daewoo,1.970,32,15,3.972,1,0,2,58.397
Chery,1.801,20,2,3.251,0,0,0,35.956
Lexus,1.402,23,6,0.321,0,0,1,27.784
Haima,1.304,34,13,3.647,0,0,0,42.916
Smart,1.986,49,18,1.809,0,1,2,46.114
Jaguar,1.223,55,16,4.757,1,0,0,14.429
Toyota,0.742,23,2,5.053,0,0,0,17.211
Acura,1.000,65,23,3.999,0,0,0,40.950
Foton,0.404,35,3,2.523,1,0,2,55.082
Volvo,0.736,51,9,6.621,0,0,2,64.065
DongFeng,0.735,37,12,8.678,0,0,2,34.178
Audi,0.577,52,2,1.708,0,0,3,5.190
Chevrolet,1.087,42,25,0.817,1,0,3,32.281
ZAZ,2.020,33,4,4.537,0,0,0,18.384
Geely,2.029,41,17,1.893,0,0,0,35.021
Brilliance,1.510,33,13,5.808,1,0,0,37.496
Bugatti,1.231,34,10,4.083,1,0,0,18.923
Acura,0.689,37,20,1.092,0,0,0,52.467
Bugatti,0.655,30,8,2.208,1,0,0,13.452
Skoda,0.289,61,28,2.675,1,1,0,31.066
Audi,0.366,42,10,0.029,0,0,3,7.824
Datsun,1.023,26,4,3.668,0,0,2,65.661
SsangYong,1.599,77,33,3.834,1,0,0,52.502
GAC,1.882,83,28,7.115,0,0,0,7.554
SsangYong,0.607,22,3,1.392,0,0,2,55.713
Infiniti,2.177,48,13,8.103,0,0,2,17.347
Foton,3.205,40,11,1.898,0,0,2,63.812
Hyundai,0.153,33,7,2.144,1,1,0,30.267
Rover,1.312,39,16,0.267,0,0,2,31.080
Aston Martin,0.352,41,17,2.647,0,0,2,25.536
Lancia,1.724,37,14,9.595,0,0,0,46.354
Opel,1.999,53,14,0.161,0,0,0,22.150
Skoda,3.971,37,12,6.507,1,1,0,8.958
Volkswagen,1.920,23,2,5.680,0,0,0,23.714
Foton,0.997,30,11,4.510,0,0,0,13.541
Suzuki,0.499,43,16,5.206,0,0,0,71.507
Tesla,2.579,27,3,3.457,1,0,1,49.118
Buick,0.911,29,11,5.538,0,0,3,9.052
Skoda,0.622,28,4,0.092,0,0,3,39.347
SEAT,0.596,28,3,6.044,0,0,0,3.654
Peugeot,0.675,30,12,3.245,0,0,3,95.731
Lamborghini,2.225,21,3,0.206,1,0,0,55.886
Porsche,0.571,44,21,8.743,0,0,0,65.767
Great Wall,0.718,25,8,2.606,0,0,2,48.656
Mercury,1.005,22,0,2.226,0,0,0,33.141
Land Rover,1.182,33,9,10.054,0,0,0,50.653
JAC,1.725,79,22,1.373,1,0,1,27.378
Audi,1.118,58,24,1.475,0,0,0,3.307
Changan,2.453,22,2,4.301,1,0,0,13.040
ГАЗ,2.319,38,11,3.304,0,0,2,64.709
Buick,3.775,33,12,4.093,0,0,0,37.123
Maserati,0.266,44,20,0.481,1,0,1,50.098
Skoda,1.632,53,21,3.161,0,0,2,37.014
Audi,1.334,21,3,3.368,0,1,0,53.414
GMC,0.502,26,5,0.561,0,0,2,16.473
Kia,1.370,33,9,4.187,0,1,0,10.139
Toyota,1.548,38,15,2.065,0,0,1,27.615
Toyota,1.424,50,14,3.162,0,0,0,45.153
Hyundai,0.616,46,11,6.505,1,0,0,51.257
ТагАЗ,0.193,29,6,0.468,0,1,1,15.511
Datsun,1.147,24,2,6.713,0,0,2,50.205
Luxgen,3.923,29,3,2.533,1,0,0,15.776
Buick,0.262,35,4,8.869,0,0,2,23.318
Scion,0.638,19,0,4.803,0,0,0,47.954
BMW,0.297,40,3,1.072,1,0,2,34.924
Buick,0.723,40,22,7.140,1,0,0,17.054
Ravon,1.254,30,12,3.997,1,0,0,15.102
Mercury,2.104,44,13,1.840,0,0,3,43.384
Hummer,0.497,31,4,1.442,0,0,0,4.846
Chery,3.530,39,18,2.291,0,0,1,56.186
Buick,0.244,30,8,1.762,0,0,0,61.093
Porsche,1.516,29,9,4.634,0,0,0,14.497
Lincoln,1.084,43,19,1.133,0,0,0,38.524
Maserati,3.036,31,14,4.585,1,0,0,14.060
Genesis,3.774,25,5,4.315,0,0,3,38.494
Jaguar,0.172,27,9,4.401,0,0,0,53.982
Renault,3.834,39,18,2.092,0,0,2,23.098
Nissan,1.668,45,12,4.036,1,0,3,5.779
SsangYong,0.657,27,9,1.481,0,0,2,43.724
Rolls-Royce,1.296,26,6,6.033,1,0,0,20.464
Suzuki,1.119,28,10,2.830,1,0,2,6.437
Nissan,0.248,37,16,2.640,1,0,2,81.193
Luxgen,1.829,21,2,6.573,0,0,0,18.189
Porsche,2.293,20,2,4.895,0,0,0,12.961
Москвич,2.168,40,18,0.527,0,0,1,15.721
Chevrolet,1.149,25,5,9.364,0,0,1,14.936
Hyundai,0.739,20,2,0.353,0,0,1,39.114
Geely,1.724,29,11,2.840,1,0,0,7.086
Cadillac,1.006,18,1,1.665,0,0,0,70.188
Acura,0.671,44,11,8.345,0,0,0,61.156
Volvo,0.604,29,4,4.366,0,0,2,62.507
Nissan,2.726,33,5,3.580,1,0,2,23.472
Cadillac,0.691,33,14,2.830,0,1,0,74.147
Volvo,0.409,23,5,3.407,1,0,0,27.972
Ford,2.212,31,10,3.027,0,1,1,15.065
Mercury,1.330,35,12,0.281,1,0,0,16.864
Mercedes-Benz,0.722,43,7,2.488,0,0,0,19.117
Mazda,0.236,27,1,5.348,1,1,2,46.432
Chevrolet,2.179,21,3,2.112,0,0,2,25.293
BMW,0.405,25,1,4.770,1,0,0,16.759
Geely,1.073,40,18,2.698,1,0,2,23.041
Kia,0.490,45,11,4.250,0,0,0,51.893
Fiat,2.065,45,17,7.873,1,0,0,21.454
Nissan,0.377,52,12,1.269,0,0,0,38.868
Chrysler,1.977,40,7,7.251,0,0,2,24.555
Subaru,2.062,53,22,2.286,0,1,1,32.488
Skoda,0.927,47,20,2.402,1,0,0,57.432
Porsche,2.442,23,4,0.734,1,0,0,13.844
Skoda,0.950,55,13,3.680,0,0,2,28.840
УАЗ,0.861,27,4,1.814,1,0,0,55.063
Foton,2.278,51,14,7.095,1,0,0,29.477
Rover,0.662,62,22,3.319,0,0,0,30.249
Dodge,1.510,29,11,6.321,0,0,0,64.260
Toyota,1.685,34,5,6.546,1,0,0,40.760
Datsun,1.027,40,20,4.444,0,0,2,58.159
Scion,0.688,58,12,6.862,1,0,2,36.714
Suzuki,0.464,35,7,3.978,0,1,2,13.942
Hyundai,0.721,26,1,5.145,0,0,0,20.162
Bugatti,0.502,46,14,1.120,1,0,2,17.991
Changan,1.742,64,19,3.296,0,0,1,39.516
Kia,2.329,39,13,2.773,0,1,0,38.298
Changan,2.072,33,10,0.422,0,0,2,82.871
SsangYong,1.635,31,8,1.625,0,0,2,15.067
Zotye,1.392,44,7,3.574,0,0,0,26.604
DS,1.895,31,13,8.324,0,0,1,53.215
Saab,0.403,31,0,5.541,0,0,0,22.691
Zotye,0.479,40,13,0.174,0,0,0,15.388
Zotye,1.176,23,6,2.646,1,1,0,26.937
Lamborghini,1.438,52,13,1.360,0,0,2,29.035
Lifan,0.423,24,0,2.286,1,0,0,20.877
DS,1.564,19,1,0.307,1,0,0,8.863
GMC,1.216,49,12,6.772,0,0,2,42.963
Zotye,0.161,54,19,2.935,0,0,2,64.453
Jeep,1.271,60,23,1.184,1,0,3,19.160
Haval,0.518,38,16,0.436,0,0,0,3.756
Haval,1.480,27,2,3.084,1,0,0,4.991
Subaru,0.350,29,6,1.901,0,0,0,57.088
Skoda,0.885,48,14,1.233,0,0,1,8.892
Hyundai,0.451,39,14,2.813,1,0,0,29.035
Mazda,3.183,50,16,7.208,1,0,0,13.813
Toyota,2.755,30,4,7.260,1,1,0,59.244
Smart,0.255,42,19,4.736,0,0,3,27.427
Mercedes-Benz,1.805,36,18,2.671,0,0,1,51.711
SEAT,2.533,42,17,7.419,0,0,0,36.414
Ford,0.184,25,4,1.558,0,0,0,38.753
Buick,0.697,35,10,0.474,0,0,2,41.258
Hyundai,1.914,39,15,3.947,1,0,2,25.323
DongFeng,0.769,19,0,2.760,0,0,0,37.197
Jeep,0.466,26,4,4.998,0,0,0,10.613
Volkswagen,1.581,31,6,5.160,1,0,2,32.454
Lada (ВАЗ),0.762,20,3,2.697,1,0,2,49.286
Bentley,0.641,45,15,0.007,0,0,0,19.943
Maybach,1.145,18,0,0.252,0,0,0,16.947
Daewoo,0.947,23,5,2.944,0,0,2,25.085
Audi,0.919,42,9,3.869,0,0,3,27.605
Opel,0.473,28,8,0.828,0,0,0,49.009
УАЗ,2.220,46,18,4.419,0,0,2,9.430
Audi,1.035,35,1,4.153,0,0,0,12.432
GAC,2.050,52,27,1.305,0,0,1,11.973
Chrysler,1.140,46,3,2.919,0,0,0,29.592
Isuzu,0.661,39,16,5.243,1,0,1,6.209
BMW,0.231,31,4,1.562,0,0,0,18.347
Aston Martin,0.422,19,1,7.289,0,0,3,25.751
Opel,0.364,55,16,5.915,1,0,0,20.978
Hyundai,2.284,45,16,0.834,1,1,0,32.742
Maybach,0.547,49,15,0.545,0,0,1,32.891
Alfa Romeo,1.624,20,2,3.385,1,0,0,44.604
Tesla,0.660,21,0,8.501,0,0,0,31.932
Ravon,1.664,52,6,3.462,0,0,2,37.388
SsangYong,1.150,39,1,2.373,1,0,0,7.374
Saab,1.439,51,18,1.440,0,1,1,45.558
Daewoo,0.344,53,15,1.540,0,0,2,23.838
Honda,2.788,36,6,5.679,1,0,2,56.279
Suzuki,0.425,19,1,0.273,0,0,0,41.861
Volkswagen,0.346,30,11,0.188,0,0,0,28.966
Chevrolet,0.526,36,11,2.596,1,0,2,41.040
SEAT,2.313,51,11,2.403,1,0,3,4.455
DS,0.513,21,1,6.202,1,0,2,18.690
Mini,2.608,23,3,0.219,1,0,0,17.178
Opel,0.283,68,23,5.663,0,0,2,6.087
FAW,0.906,39,17,2.552,0,0,0,36.779
Renault,0.577,28,7,4.785,1,0,1,15.827
Saab,1.706,22,2,0.072,1,0,2,20.259
Geely,0.339,50,14,3.594,0,0,0,47.845
Haima,1.123,46,15,6.668,1,1,0,57.222
Mercedes-Benz,0.546,28,6,3.829,0,0,2,33.353
Mini,1.301,46,26,2.110,0,0,0,31.298
Lamborghini,1.693,38,15,3.549,0,1,1,54.145
GMC,0.331,34,8,5.479,1,0,2,14.288
Luxgen,2.573,25,3,1.124,0,1,0,19.642
Isuzu,0.617,28,6,10.426,0,0,2,37.125
BYD,2.084,23,4,1.919,1,0,0,59.261
Oldsmobile,2.148,18,0,1.156,1,0,2,7.659
Rover,0.989,25,3,1.210,0,1,0,8.036
Brilliance,2.521,23,2,1.157,0,0,0,10.658
Maybach,0.719,33,10,4.133,1,0,0,29.055
Mazda,0.568,29,6,9.197,1,0,0,15.319
Ford,1.767,43,21,0.495,1,0,2,7.973
Infiniti,1.547,27,6,2.274,0,0,1,36.427
GAC,1.222,43,12,2.361,1,0,0,45.356
Rover,2.009,42,0,0.912,1,0,2,47.287
Haima,2.196,21,0,2.302,0,0,0,39.451
Skoda,0.576,28,3,5.755,0,0,3,29.943
Volkswagen,2.672,44,18,1.288,0,0,3,26.268
BYD,0.666,29,6,1.833,1,0,0,49.662
Rover,0.980,25,1,1.466,1,0,2,69.682
Hyundai,0.553,55,12,1.834,0,0,2,31.372
Jaguar,1.041,29,10,0.685,0,0,0,49.857
Lincoln,1.908,36,6,8.069,0,0,2,54.343
Bentley,1.753,42,9,3.672,1,0,0,14.147
Kia,2.782,37,16,5.526,0,0,2,35.364
Jaguar,0.166,31,5,3.541,0,0,2,83.817
Ravon,1.048,26,7,6.280,1,0,2,56.241
Renault,1.682,52,11,3.516,1,0,2,33.606
Fiat,0.540,36,12,4.341,1,0,1,24.763
